file,type,infrastructure,commits,first_commit,last_commit,age_days,active_span_days,total_insertions,total_deletions,bugfix_commits,feature_commits,refactor_commits,modified_last_30d
website_builder/portal/src/components/steps/PreviewStep.vue,Vue,False,30,2026-03-03,2026-03-17,14,14,2150,433,12,8,2,True
website_builder/portal/src/components/steps/PublishStep.vue,Vue,False,22,2026-03-03,2026-03-17,14,14,604,237,8,6,1,True
website_builder/portal/src/components/steps/StyleStep.vue,Vue,False,4,2026-03-03,2026-03-10,14,7,257,23,0,1,1,True
website_builder/portal/src/components/steps/UploadStep.vue,Vue,False,8,2026-03-03,2026-03-17,14,14,665,126,0,4,1,True
website_builder/portal/src/firebase.js,JavaScript,True,11,2026-03-03,2026-03-17,14,14,284,38,5,2,0,True
website_builder/portal/src/html-normalize.js,JavaScript,False,1,2026-03-17,2026-03-17,0,0,174,0,0,0,1,True
website_builder/portal/src/main.js,JavaScript,False,1,2026-03-03,2026-03-03,14,0,12,0,0,0,0,True
website_builder/portal/src/media.js,JavaScript,False,1,2026-03-05,2026-03-05,12,0,161,0,0,1,0,True
website_builder/portal/src/nav-utils.js,JavaScript,False,1,2026-03-06,2026-03-06,11,0,138,0,1,0,0,True
website_builder/portal/vite.config.js,JavaScript,True,2,2026-03-03,2026-03-04,14,1,21,0,0,1,0,True
website_builder/scripts/validate.ail,AILANG,False,1,2026-03-04,2026-03-04,13,0,81,0,0,1,0,True
website_builder/services/content_extractor.ail,AILANG,False,2,2026-03-03,2026-03-03,14,0,97,2,0,0,0,True
website_builder/services/html_generator.ail,AILANG,False,4,2026-03-03,2026-03-06,14,3,112,2,1,1,0,True
website_builder/services/site_structurer.ail,AILANG,False,3,2026-03-03,2026-03-06,14,3,77,5,0,0,0,True
website_builder/services/validator.ail,AILANG,False,3,2026-03-03,2026-03-17,14,14,233,45,0,0,0,True
website_builder/services/website_builder_browser.ail,AILANG,False,2,2026-03-03,2026-03-16,14,13,84,1,0,0,0,True
website_builder/types/content.ail,AILANG,False,1,2026-03-03,2026-03-03,14,0,77,0,0,0,0,True
